index,comments
4066,"Chưa kể giao thông khó nhìn, dễ dính bẫy. 10 người sợ chạy xe vô tp thì 8 người sợ mắc lỗi giao thông nên ko dám vô, 1 cái ngã 5 mà nhìn bảng giao thông cũng choáng não, không để ý tập trung 1 tí là dính ngay!!!"
4067,Dang Pham việc ngập đó ai cũng thấy cả nhưng bạn lại không hiểu lý do ngta thu phí là gì bạn đã nghĩ ngta thu phí là vô lý rồi bạn nên tìm hiểu kỹ chính sách trước khi phát biểu và phản đối nó
4068,"Bình Bụng Phệ ok bạn nhé!!!! Thì cái gì làm ra đều chả phải có phương án, chính sách thì mới làm được bác!!! :)"
4069,Chúng ta ko cùng quan điểm
4070,Nguyễn Bảo Danh tóm lại là có thu phí đúng chưa và phí là bao nhiêu so với cao tốc Việt Nam thì chắc bạn rõ luôn đúng chứ
4071,"Bình Bụng Phệ mình chỉ tl bình luận của bạn và nếu bạn đã hỏi thì mình sẽ tl ( khi đi giao thông bạn sẽ mất tiền bảo hiểm xe ( dựa trên lịch sử lái xe của bạn nếu an toan trung binh 1k$/ nam tuỳ hãng mà ban mua) còn tiền cầu đường 160$/nam và chưa hề thêm phí trong lúc mình biết đến h (8 năm) và mình gợi ý thêm ở đây minimum lao động của bạn sẽ là 16$/ giờ nếu bạn có thắc mắc , nếu bạn muốn so thì nhiêu đây thông tin đủ bạn biết r , thân chào"
4072,Vào húc đi tụi bây.
4073,"Kẹt thì kiểu kẹt(BOK)thông thì thu kiểu thông (BOT).Nói chung là thu tất.Mạng di động ban đầu cũng vậy ,gọi cũng phí mà nghe cũng phí.kkkk"
4074,Nghề mau giàu
4075,Của ông thích chân Quang
4076,Người nào khùng điên vậy bay...?
4077,Tiền di dời đền bù biết bao nhiêu cho xiết( nếu mở đường hay mở rộng)
4078,Lại nhớ đến tiến sĩ lu...
4079,Mấy quan chức sao ko đặt vị trí mình vào người dân mà lúc nào cũng nghĩ cách lấy tiền của dân có đáng ngồi cái ghể đó nữa ko ????
4080,Mở mắt ra là có thêm một luật ! Chiều về lại xuất hiện một phí ! Má tóp lưng còng túi xẹp ! Sao ngóc đầu lên nỗi đây ??
4081,Giati quyết k được là phạt
4082,Đi ăn sáng nó cũng lấy xe hơi đi là hiểu gòi
4083,Nguyễn Tính chuẩn
4084,Lót dép hóng n10tv
4085,Má nó ra cái luật này. Chắc bọn RedBull cũng cạn lời luôn rồi hahaha
4086,"Mãi, là như thế , mãi là như vậy..he he"
4087,Là thu tiền chỗ đứng trong lúc bị kẹt xe
4088,"Ở nước người ta,kẹt xe thường xuyên thì bộ giao thông bị xử lý ngay,từ chức là chuyện dĩ nhiên.Còn ở nước ta,ngược ngạo là thu phí kẹt xe.Bộ giao thông ở không ăn lương à?."
4089,Giống triều tiên sẽ k bị kẹt xe. Chỉ giới tinh hoa hay giới siêu giàu đi oto còn lại đi bộ và xe đạp hết. Kkkk
4090,Hợp lý .Sao không bắt tay vào thực hiện ngay.
4091,Cam ra duong bot di!
4092,Còn j thu nua ko
4093,"""cung' duong` kkkkk"""
4094,Bò đỏ đâu thấy cảnh này
4095,Đúng là cái xứ thiên đường chúng toàn nghĩ ra những ý tưởng trên trời
4096,"Tới khi lãnh đạo đi, kẹt xe thì nó không bị phạt, mà nó còn hú còi chạy dành đường của dân."
4097,Cấm triệt để các loại xe 4 bánh trở lên (trừ xe buýt) chạy vào nội đô sẽ hết nạn kẹt xe ngay thôi mà!
4098,Sao ko nghĩ cách cho thông xe mà phải thu tiền hè???Đúng là thèm tiền của dân quá nên đưa ra ý kiến khùng điên.
4099,Xh của những bọn ngu và khát tiền trị !
4100,Ngoài việc boi lông tìm vết.để moi tiền nguoi dân.Chung kg lam gi được hơn nửa.\nMột lũ khỉ trường sơn
4101,Chỉ có ở vn?!
4102,"Ngược đời, kẹt xe là phải trả phí cho dân mới đúng ý, vì các ông là đầy tớ cho dân cũng không song."
4103,thu như thế nào a
4104,Quá tải nhưng chỉ tính thu phí thì chỉ giải quyết được phần ngọn chứ không giải quyết được cái gốc của vấn đề
4105,CD thối nát
4106,"lúc này danh nghiệp pha san nhiều nó không thu the đủan thì nó ra thêm kế sách mới , nếu không thu được thì sớm muộn gì cũng vỡ nợ thôi"
4107,Nếu thu tiền xong hết kẹt xe thì cán bộ này là thánh sống\nNếu thu tiền xong vẫn kẹt xe thì cán bộ này là thằng vô tri\nThu tiền xong sẽ như thế nào chẳc ai cũng biết.
4108,Ý kiến này chắc là của ông TIẾN SĨ rồi.\nThôi... Thôi... Y giáo phụng hành.
4109,Băng đảng nào XHCN Việt Nam chịu trách nhiệm ???
4110,Cốt lõi là hạ tầng giao thông và khả năng qui hoạch của chúng ta không thể đáp ứng kịp nhu cầu phát triển của phương tiện giao thông
4111,Độc tài nhưng bất tài thì chỉ có CẤM và THU PHÍ.
4112,"Phải Phạt các phương tiện làm gây ùn tắc gi / thông khi khô hạn (!!). Và lấy số tiền ấy sẽ đền bù cho những ai vượt ngập ( ngày mưa) đi lại khi tan giờ làm về nhà (!!!!?)…. Số tiền Chênh do thu chi sẽ nhập ngân sách địa phương (!?)…. Việc cần làm ngay , không cần đề xuất thông qua lại mất thêm một buổi họp …. ……… !!!!!!!!!(?)!!…"
4113,Xứ thiên đường là phải thế 🤣
4114,Đã thu chưa nhỉ? Và bao giờ thu thế? 😃
4115,"Chuẩn đấy, cứ con nào kẹt nhiều là tăng mức phạt, đảm bảo CNXH đã thành công🤣🤣🤣"
4116,"Singapore có cách hạn chế xe cá nhân đấy. Hiệu quả phết, học đi"
4117,"Liên quan gì đến Vịt tân, cay lắm hả? Chịu khó làm ăn đi đừng chỏ mồm vào việc người khác."
4118,"Hết kẹt xe chỉ có cách duy nhất là quy hoạch đồng bộ, phương tiện công cộng nhiều & đủ đáp ứng . Sau mới đến hạn chế, thu tiền & phạt cao !"
4119,Singapore cũng thu phí vào trung tâm mà! Phản biện thì nên phản biện đúng!
4120,Tĩnh Tâm bên đó thu phí vào trung tâm để giảm oto khuyến khích đi xe bus công cộng việt nam đi xe bus đáp ứng đủ chưa khi chỉ tận thu và lấy nước văn minh so sánh trong khi cơ sở hạ tầng k có gì
4121,Tĩnh Tâm . Khi hạ tầng giao thông công cộng đã hoàn hảo như singapor . Tàu điên trên cao . Dưới đất đi tới mọi hang cùng ngõ hep . Thì hãy nghĩ tới hạn chế phương tiên cá nhân .. phản biện khi đã hiểu căn kẽ vấn đề bạn nhé . Sài gòn với hàng chục triêu người . Với vài cái xe buyt lèo tèo thì di chuyển bằng cách nào ? Với tầm tư duy . Cấm đoán và thu phí thì mãi mãi ngụp lăn trong yếu hè và lac hâu .
4122,"Nguyễn Nguyễn TPHCM vẫn bù lỗ cho xe bus trong suốt các năm qua, phương tiện công cộng vẫn đã và đang đầu tư...dĩ nhiên còn hạn chế. Nhưng cũng nhìn vào những mặt tích cực!"
4123,Tĩnh Tâm ông làm ra luật này há
4124,Do cái chia độ này chẳng ra gì nó mới muốn ăn cướp của dân giống như hai thằng chủ tịch nước một thằng chủ tịch quốc hội vậy mà nó vẫn vác cái mặt đi viếng lăng chủ tịch Hồ Chí Minh
4125,Béo mấy tên ngồi mát ăn bát vàng của Dân .???\nThời Pháp thuế cao ?\nMột cộng tóc chẻ đôi .\nChừ tới giờ cộng tóc ?\nXé ra làm mười .làm Tớ sướng hơn làm Chủ Ok ???
4126,"Miếng mồi ngon béo bở của cộng sản, trăm tôi đo đầu dân. Chúng cướp tiền của dân dưới mọi hình thức, đúng là cộng sản sinh ra trong đoi nghèo, chết bởi sự ngu dốt"
4127,"Mãi ơi Mãi lạy mầy luôn,bởi bà Hằng chửi mầy đâu có sai"
4128,"ĐẾN CÁI THÂY THỐI KHỐN NẠN CỦA THẰNG TÀU HỒ QUANG KHÔNG ĐEM CHÔN NHƯ HẮN MUỐN, CHÚNG NÓ CÒN DÙNG ĐỂ LỢI DỤNG CẢ TRÊN HAI PHƯƠNG DIỆN : - TIỀN VÀ TIẾNG ĐỂ CŨNG CỐ CHO CÁI ĐẢNG BÁN NƯỚC CỦA CHÚNG HUỐNG HỒ NHỮNG SỰ VIỆC CÓ THỂ GIÚP CHÚNG NÓ MOI RA TIỀN, TIỀN, TIỀN .....-/-"
4129,Top fan\nAnh Phuong Nguyen
4130,😂
4131,Việt Trương
4132,Top fan\nNguyễn Tấn Công
4133,Top fan\nVu Hung
4134,Đù
4135,"Học lại lớp 1 để biết viết chính tả đi tân ơi. Chứ học chưa hết lớp 1, viết chưa đúng chính tả thì làm gì mà ăn."
4136,Nhà t ở tt. Mốt đi về nhà cũng bị thu tiền 😂
4137,Đỉnh của đẳng cấp tí tuệ
4138,"chỉ có thể nói là,, đit mẹ cộng sản"
4139,"Bảo là băng đảng cướp thì bọn ngu nó không chịu , chứ chính phủ chó gì mà toàn nghĩ cách móc túi bóp cổ người dân"
4140,Sao ko thấy đứa cháu ngoan bác hồ nào vào cào phím nhỉ 🤣🤣🤣
4141,Tiên Nữ ở trên có rồi kìa!
4142,Pham Duy Lang 😅😅😅
4143,Tiền trong dân còn nhiều lắm
4144,"trc khi làm lãnh đạo là con người, lên lãnh đạo cái thành con khỉ luôn mới ghê chứ 😁😁😁"
4145,Đồ ngu.!!! Chĩ biết thu và thu.!!! Đồ chó đẻ.!!!!
4146,Đến cái lai quần đàn bà chúng cũng muốn táp.\n\nĐMCS
4147,Bác Lâm làm chủ tịch nước rồi. Bác hứa sẽ cho vài bác vào lò: https://\ntinhotnew.com/\nTin-tuc-nong-cap\n-nhat-hang-ngay
4148,Chưa đem bọn chúng ra để lý tội ngu .phá .quay lại cắn dân như đám ngửi mồm cướp gây bất ổn trong dân
4149,Bây giờ Thiện Tai Trường Sơn nó phá hoại nát hết SAIGON xưa.
4150,Đúng là Thiên Tài Lịch Sử 💐👍🙏🙏🙏
4151,"Chỉ cần ho là người làm việc có tâm cống hiến, có trách nhiệm là OK rồi.\nChứ không phải như nhiều cám bộ bây giờ, làm gì là phải có ăn mới làm. Không có ăn thì không làm hoặc làm cho xong việc......"
4152,Tác giả bài viết này thật tinh tế .Bao quát toàn bộ lược đồ giao thông đường phố SG gắn liền nhân vật lịch sử VN qua các triều đại giúp mọi người hiểu được sự TINH TẾ SÂU SẮC đến NGƯỜI đặt tên đường phố SG .
4153,"Giờ toàn cái tên không thể nhớ nổi và tối nghĩa, đúng là đi xuống"
4154,"Khu Tân định-Đa Kao có các danh tướng họ Trần; Trần Quang Khải, Trần Khánh Dư, Trần Nhật Duật và 2 cha con chí, tráng sĩ cuối triều Trần: Đặng Tất, Đặng Dung."
4155,Bọn ló đặt tên đường chi mà hỏi hỏng ai biết luôn ???
4156,😍😍😍
4157,Bao biện cho tệ hại là vùi đầu xuống cống thoát nước
4158,Dân tung tăng bơi lội trong thành phố
4159,Ngập nhiều mối có dự án chống ngáp có tiền
4160,Còn đỡ hơn bọn kg nước 😂
4161,Cơm Tấm tao đang Q7 tụi mày thì làm được lồn gì . toàn đang xam lồn
4162,Cơm Tấm thích đập nhau wa Q7 tạo tip
4163,Cảnh Minh parky dog bình dương
4164,Cơm Tấm cho may khỏi ăn cơm tấm nữa chuyển wa ăn cức luôn
4165,"Cảnh Minh bọn ko nước, cali, baque,…\nTụi mày ko chán hả redbull"
4166,Cơm Tấm bắt con đĩ mẹ mày 😂😂😂😂
4167,"Phạm Trung khiếp, ủi đổ có mỗi cái cổng mà dỗi tới giờ. Ngoan nà."
4168,Phạm Trung ăn tục chửi bậy tháng 3 củ bất chấp 😆😆
4169,Cảnh Minh bác n hỏi bố new work mẹ texas bọn nó ngập còn phải ban bố lệnh khẩn thì là mùa mưa trên đâu
4170,Phạm Hoàng new work là ở đâu con trai dốt mà thích nói
4171,Phạm Trung ki ki ki...lại đây a cho cục xương
4172,Cảnh Minh nhớ dạy cho con đi bằng 4 chân cho giống thằng cha nó 👌👌👌
4173,Cảnh Minh Trước 75 Sàigòn là hòn Ngọc viễn đông sau 75 là hòn zái thằng súc vật hồ bả choá.
4174,Huyền Kha biết đéo gì đái kg wa ngọn cỏ
4175,Vũ Huỳnh viết nhầm chữ thôi mà các con nhảy cẫng lên như bị các bố dẵm vào đuôi thế.
4176,Phạm Hoàng vậy viết lại cho đúng đi con trai
4177,Cảnh Minh chán mấy con bò… hy vọng hiểu dc tiếng người
4178,Cơm Tấm em ơi PBVM làm gì cho nó khổ ra ng ta lại bảo mình là thk vô học :))
4179,"Huyền Kha Trc năm 1975 Sài Gòn là "" Hòn Ngọc ( Tham Nhũng ) Viễn Đông "" :))"
4180,Vũ Huỳnh nhấc chân ra khỏi đuôi rồi thì thô gì mà thù dai thế
4181,Phạm Hoàng thì thô là gì con trai viết lại cho đúng lần nữa đi
4182,"Thuyền Không Bến ơ đừng dạy nó làm cái điều mà ông nội mày dạy cho thằng cha mày, rồi thằng cha mày dạy lại cho mày chứ. 🤣🤣🤣"
4183,Cảnh Minh ngoài sủa câu này ra thì m còn câu nào ko?
4184,Cảnh Minh thành phố hồ chí minh mưa xuống là cống ngập nước dân mình không có khát nước rồi
4185,Đào kênh Phù Du dẫn nước về miền tây là ổn🤣
4186,Tân khát nc à tân
4187,Hương Giang Tân đang khát tình đó em .em cho Tân làm tình đi 😀
4188,Quy Sắc loại k não
4189,"Quy Sắc bà, mẹ của cháu quen làm việc này với lính mẽo nên nghĩ ai cũng như họ ah?"
4190,"Hương Giang Tôi đoán sẽ không có ai đi ngang qua hồ sơ của bạn mà không chào, bài đăng và hình ảnh của bạn rất tuyệt nhưng chúng ta không phải là bạn, tôi thường không viết bình luận nhưng tôi nghĩ bạn xứng đáng nhận được lời khen đó. Tôi muốn gửi cho bạn một lời mời, nhưng tôi nghĩ nó không phù hợp. Tôi hy vọng bạn không phiền gửi lời mời kết bạn cho tôi để chúng ta có thể biết thêm về bản thân mình, cảm ơn bạn🙏🤝🤝🤝❤️🙏🙏"
4191,"Hương Giang Tôi đoán sẽ không có ai đi ngang qua hồ sơ của bạn mà không chào, bài đăng và hình ảnh của bạn rất tuyệt nhưng chúng ta không phải là bạn, tôi thường không viết bình luận nhưng tôi nghĩ bạn xứng đáng nhận được lời khen đó. Tôi muốn gửi cho bạn một lời mời, nhưng tôi nghĩ nó không phù hợp. Tôi hy vọng bạn không phiền gửi lời mời kết bạn cho tôi để chúng ta có thể biết thêm về bản thân mình, cảm ơn bạn🙏🤝🤝🤝❤️🙏🙏"
4192,"Hương Giang uống nước cống no chưa cưng,"
4193,Trần Thanh Liêm hỏi tân coi
4194,Quy Sắc bọn này thích hàng Nga Tàu
4195,"Hương Giang tui hỏi bạn đó mà, uống nước cống ngon không, bạn còn uống dài dài, uống đến chết luôn"
4196,Trần Thanh Liêm nhà miềng nc trong chà đến các ung nc cống cũng k có mà uống
4197,Hương Giang bớt ngu nha vẹm
4198,Bao Bao loại bám càng mới ngu phản quốc mới ngu bán nc cầu vinh mới ngu
4199,Roland Hưng vậy là giống như con mẹ mày với dòng họ mày á hả 🤣🤣🤣
4200,Bên ấy có ca có ly mà ko có nước khát quá xinh ngộ à hả tân
4201,Cường quốc Mỹ còn bị ngập lụt kia kìa .🤣
4202,Manh Ha Le thua thiên đường xã hội chủ nghĩa
4203,"Trong Nguyen . Thua thiên đường xã hội chủ nghĩa ở chỗ VN không có nạn xả súng giết người vô cớ chết hàng loạt ,không có cả triệu người vô gia cư ,không có nạn phân biệt chủng tộc ..."
4204,Trong Nguyen bậy rồi phải nói là xuống hố cả nút kkk
4205,"Manh Ha Le đúng rồi! Thua không có tham nhũng tràn lan haha, thua không có số dân chết vì tai nạn giao thông cao, thua không có trẻ em/ người già hàng loạt ở ngoài đường, thua không phân biệt vùng miền mà chỉ có bắc kì thôi là nhảy dựng dựng lên haha, thua không có giáo dục thối nát, thua không có mất đảo trường sa và hoàng sa haha"
4206,"Trong Nguyen . Nói ngờ u quá . Ai để mất Hoàng Sa vào tay TQ ,để mất nhiều đảo ở Trường Sa vào tay mấy nước ĐNA ? Học hành dốt nó khổ thế đấy nhỉ ? Kkk"
4207,Lạy cụ tân🤣🤣🤣🤣🤣🤣
4208,"Trần Trụi Tôi đoán sẽ không có ai đi ngang qua hồ sơ của bạn mà không chào, bài đăng và hình ảnh của bạn rất tuyệt nhưng chúng ta không phải là bạn, tôi thường không viết bình luận nhưng tôi nghĩ bạn xứng đáng nhận được lời khen đó. Tôi muốn gửi cho bạn một lời mời, nhưng tôi nghĩ nó không phù hợp. Tôi hy vọng bạn không phiền gửi lời mời kết bạn cho tôi để chúng ta có thể biết thêm về bản thân mình, cảm ơn bạn🙏🤝🤝🤝❤️🙏🙏"
4209,Bên đây thừa nước còn hơn bên đó khát nước :))
4210,Út Cưng\nThừa nước cống !?
4211,Cao Tố Thanh bọn mày nước cống còn ko có mà uống 🤣
4212,Cao Tố Thanh ông bà tao lỡ tay lái xe tăng húc đổ cái cổng mà giỗi từ năm 75 đến giờ luôn. Sợ thật
4213,Út Cưng chán mấy con bò… hy vọng hiểu dc tiếng người
4214,Út Cưng năm sau dỗi càng dữ dội hơn 😂
4215,Tú Lê cali nó cay lắm 😂
4216,Út Cưng thấy cũng tội.........:)))
4217,Út Cưng\nĐể dành cho mày đấy.
4218,Út Cưng vậy uống nước cống đi
4219,Nguyễn Tấn Phuoc lũ cali cay dái 🤣
4220,Út Cưng chỉ sợ ngập nước thành phố hồ chí minh dân mình khổ quá chứ tụi cali nó mừng lắm đó
4221,Út Cưng nước cống mà cũng uống à. thôi nhường cho mày đấy😂😂😂😂
4222,"Nhiều nước quá, đỡ khát"
4223,Thiết Giáp Hạm Bismarck mất dạy
4224,Cơm Tấm 🤤
4225,"Cơm Tấm chổ nào mất dạy vậy, bộ bạn có vấn đề đọc hiểu à"
4226,Thiết Giáp Hạm Bismarck nay 21 rồi ráng cày chỉ tiêu ha
4227,Thiết Giáp Hạm Bismarck khát gì vậy bò
4228,😁👉Phạm Trung
4229,Cơm Tấm thiểu năng
4230,Sao hơn 10 năm chống ngập thì HCM chỉ còn ngập 1 điểm duy nhứt: Ngập toàn thành phố
4231,Đã có dự án lu chống ngập. Tha hồ chứa mưa
4232,"Hiếu Nguyễn Tôi đoán sẽ không có ai đi ngang qua hồ sơ của bạn mà không chào, bài đăng và hình ảnh của bạn rất tuyệt nhưng chúng ta không phải là bạn, tôi thường không viết bình luận nhưng tôi nghĩ bạn xứng đáng nhận được lời khen đó. Tôi muốn gửi cho bạn một lời mời, nhưng tôi nghĩ nó không phù hợp. Tôi hy vọng bạn không phiền gửi lời mời kết bạn cho tôi để chúng ta có thể biết thêm về bản thân mình, cảm ơn bạn🙏🤝🤝🤝❤️🙏🙏"
4233,"Hiếu Nguyễn Tôi đoán sẽ không có ai đi ngang qua hồ sơ của bạn mà không chào, bài đăng và hình ảnh của bạn rất tuyệt nhưng chúng ta không phải là bạn, tôi thường không viết bình luận nhưng tôi nghĩ bạn xứng đáng nhận được lời khen đó. Tôi muốn gửi cho bạn một lời mời, nhưng tôi nghĩ nó không phù hợp. Tôi hy vọng bạn không phiền gửi lời mời kết bạn cho tôi để chúng ta có thể biết thêm về bản thân mình, cảm ơn bạn🙏🤝🤝🤝❤️🙏🙏"
4234,Gửi cho tôi lời mời kết bạn bạn của tôi
4235,Xuân Lu đâu rồi
4236,"Mùa xuân trên thành phố Hồ Chí Minh quang vinh!\nÔi đẹp biết bao biết mấy tự hào\nSài Gòn ơi cả nước vẫy chào\nCờ sao đang tung bay cao\nQua hết rồi những năm thương đau\nXa ba mươi năm nay đã gặp nhau\nVui sao nước mắt lại trào.\n\nMùa xuân trên thành phố Hồ Chí Minh quang vinh!\nÔi hạnh phúc biết bao, bao năm vẫn đợi chờ\nMà niềm vui như đến bất ngờ\nNgày đi như trong đêm mơ\nTuổi lớn rồi mà như ngây thơ\nÔi ta đang đi đi giữa rừng hoa\nHay ta đi giữa rừng cờ.\n\nMùa xuân trên thành Phố Hồ Chí Minh\nLà mùa xuân đẹp nhất trên đời. 🇻🇳🇻🇳🇻🇳\n\n- Thương thay bạn Tân không có nước 😊"
4237,Minh Tú đẹp thật nhưng hôi mùi nước cống
4238,"10 Ngàn tỷ này, đến vài chục ngàn tỷ khác, để bơm nước chống ngập úng TP, HCM hơn 10 năm nay, rồi đâu cũng vào đó, Tiền của Dân phung phí với dự án "" Giả tràng đẩy cát lấp biển"". Số tiền phần lớn đã chui vào túi quan tham."
4239,Tinh Lee
4240,Bao năm đợi chờ mà niềm vui nay đến bất ngờ!người đi đi trong cơn mưa....
4241,"Tâm Quang Tôi đoán sẽ không có ai đi ngang qua hồ sơ của bạn mà không chào, bài đăng và hình ảnh của bạn rất tuyệt nhưng chúng ta không phải là bạn, tôi thường không viết bình luận nhưng tôi nghĩ bạn xứng đáng nhận được lời khen đó. Tôi muốn gửi cho bạn một lời mời, nhưng tôi nghĩ nó không phù hợp. Tôi hy vọng bạn không phiền gửi lời mời kết bạn cho tôi để chúng ta có thể biết thêm về bản thân mình, cảm ơn bạn🙏🤝🤝🤝❤️🙏🙏"
4242,Chavesterivera Alvaro
4243,"Vậy mới được tận mắt chứng kiến XHCN , nói thì bọn ngu không tin mà còn cứng đầu bảo thủ"
4244,"Giác Ẩn thế chúng m thiếu điện thì sao ấy nhỉ =)). Mùa đông ở cái sứ thiên đường Mỹ bang texas chúng m cả mùa đéo có 1 tí điện nào dân thì lạnh cóng, cả vùng đen thui thì lỗi do ai ? Do cộng sản hay do con mẹ mày ?"
4245,Giác Ẩn húc đổ có cái cổng mà cay từ năm 75 tới giờ luôn trời🤣
4246,Phạm Hồng Phước so sánh chế độ an sinh thì chúng mày không được mở mõm
4247,Giác Ẩn cãi ko lại thì lôi cái lý luận cùn này ra thủ dâm tinh thần hả em ?
4248,Phạm Hồng Phước cái hồ nước mênh mông trên thành phố hồ dâm tặc giành giành ra đó cãi làm gì
4249,Giác Ẩn ghê nhỉ thêm mấy câu chửi thề vào tính làm cho lý lẽ cùn hoá ra lời hùng biện chăng ?
4250,Phạm Hồng Phước do ông bà m ko biết dạy ba mẹ m đẻ ra đứa hư não như m nên xã hội mới như ngay hôm nay 🤣🤣🤣 sai chính tả lên xuống mà sủa lớn
4251,Bao năm vẫn tự hào sài gòn ơi ta vẫn vẫy chào dù rằng nào thì ta vẫn vui
4252,Sao Tân ko đi dọn nước đi mà ở đây đăng bài chống phá làm gì thế ?
4253,Phannhu Huubach sao ko đi dọn nước đi ở đây bẻ tân làm j thế
4254,Lê Minh tôi ở miền bắc 🤡🤡🤡
4255,Lê Minh nhưng tân đi nói :)) thay vì nói bay đến đấy và dọn dẹp
4256,Phannhu Huubach còn ông cũng đi nói thay vì nói bay đến đấy và dọn dẹp đi
4257,Lê Minh nhưng thay vì đăng bài động viên hỗ trợ thì Tân đăng bài khịa :)) đấy là cái khác biệt ấy :)) với cả đâu thiếu thằng có cùng tư tưởng của Tân ở trong đấy :)) có thể có cả ông ấy
4258,Phannhu Huubach vì nói nhiều nhưng ko làm bị khịa thì chịu đi. làm tốt thì đâu bị ai khịa🤣🤣🤣
4259,Lê Minh 🤣🤣🤣 khi bạn ko đóng góp được cái mẹ gì nhưng bạn vẫn thích khịa những người cố cải thiện
4260,Phannhu Huubach nói ông đấy à🤣🤣🤣😂
4261,Lê Minh ko tôi ko chống đối như Tân :))
4262,Phannhu Huubach nhiều ngừoi như ông nên giờ hcm càng ngày càng ngập
4263,Lê Minh thế Việt Tân các ông có giải pháp gì thì trình lên đi lắm lời :)
4264,Phannhu Huubach dân trình lên còn méo làm đòi tân trình😂😂😂
4265,"Lê Minh thì thế, thích thì đi kêu gọi mn :))"
4266,Phannhu Huubach đuối lý nên thách thức à. e ko dám đâu😂😂. mấy a làm như cc nhưng e ko dám nói các a làm như cc đâu. các a number one. 😂😂😂😂. sợ quá. sợ quá.
4267,Lê Minh 🤣🤣🤣 khi bạn bị dồn vào đường cùng vẫn cố tỏ ra người khác mới là thằng thua :))
4268,"Chứa để cho Việt Tân về uống, nghe nói ở bên đó khác nước lắm mà. 🤣🤣🤣🤣"
4269,Lê Khuê việt Nam không đủ nước uống lấy đâu cho việt Tân
4270,Năm nào chả khiếp thế nước năm sau mạnh hơn năm trước mà
4271,Chúng ta đã đi từ mùa nắng cháy da đầu qua mùa ngập ngang hông ở hồ chứa mưa .🥴
4272,tại năm nay không có BÉ LU đấy thôi ........🤣
4273,Quá khủng khiếp 😱!
4274,Khổ nhất là những gđ nằm trong quy hoạch cả vài chục năm rồi ko dám sửa soạn lại cố ở vậy để chờ đợiii
4275,Khắp đất trời nước ngập bao la
4276,"Tân có muốn xin một ít nước không, thoát việt đi tân ơi"
4277,Nói lung tung...
4278,Tân cũng giỏi chế phết
4279,"Tân chơi bẩn vậy, sao phục quốc"
4280,Thiên Lý để nước đó cho bạn đấy ai rảnh phục làm gì.Nước nhiều lắm húp đi.
4281,Ẩn danh khát không ship cho nè
4282,Thiên Lý của bạn tất đấy húp cho sạch đi.
4283,Ẩn danh uống quen sữa cặn rồi giờ uống nước mắc nghẹn đó bạn
4284,SAI GON MUA LA KG NGAP MA DE CAI TEN HO QUANG TUC LA HCM LA NGAP TAI VI SAO TA
4285,Tân nhìm thèm nhỏ rãi. À có nc đâu mà nhỏ dãi đc .khát nước khô cả cổ thế cơ mà 😂😂😂
4286,"Bò đỏ - nô lệ cs thích sống với ""nước"" lắm. Đặc biệt lúc nước cống xịt lên phun trào tụi nó uống luôn 🤣🤣 nên thấy tụi nó bại não hết luôn. Haha bí quyết để não bị bại 1 cách tự nhiên"
4287,Trong Nguyen khổ thân sang bố Mẽo cho ăn lắm thành lú à.
4288,"ở ben Mẽo, bên pháp không có ngập à ? hay chỉ có bão tuyết chết cmm nhăn răng cả đám ? lũ chết cả bang cả tiểu bang thì bìn thường à mấy thằng Việt Tân ?"
4289,Top fan\nLý Ngọc Trân
4290,Trước nhiều điểm ngập nay chỉ còn ngập một điểm và tới luôn là hồ chứa khủng khiếp
4291,Có những đứa nhìn thấy nước mà thèm nhỏ dãi kakak
4292,Cái loại m..àyy đ.éoo bao giờ có Nước
4293,Mang về ăn đi con chó. Tao vừa ỉa xong này
4294,Cái ghế chủ tịch là cái ghế cuối cùng cho mấy anh chuẩn bị về vườn làm người tử tế
4295,"Nguyễn Hoa 1 là về vườn, 2 là về với đất mẹ"
4296,Nghe giống vụ Hàn Tín bị gọi về cung nhỉ 🙂
4297,Phúc Huy cuộc chiến của lưu bang
4298,Tùy vua hôn quân thì mới sợ minh quân trả sợ ai
4299,Nghe đồn 19/5 năm nay MINH TUỆ lấn át MINH RÂU. 😁😁😁 và muốn chống ngập thì trước hết phải chống cộng. 😁😁😁
4300,Huan Nguyen Van toàn bạo chúa ko có minh quân nào cả
4301,Truong Tieu Pham thời này vẫn có minh quân đấy chưa thấy thôi
4302,Huan Nguyen Van chả sợ ai... Viết sai chính tả
4303,Huan Nguyen Van xem kết cục của Hàn Tín chuae
4304,"Cơ cấu của cộng sản tàu đó các bạn, không còn lựa chọn nào khác, nó đưa người lên theo đúng qui trình từng cấp,đích thị là tô thái thú"
4305,Hy vọng đám kiêu binh sớm lên thớt để cho dân được nhờ
4306,Khát nước không có nước uống tức là gì??
4307,Tô Văn Quân là Đang có chửa á🤭
4308,Tô Văn Quân sủa nhiều chỉ biết nói duy nhất một câu là con gì
4309,"chúng nó đâm chém giết nhau, ₫ẩy sư minh tuệ ₫ưng sau bịp mồm.."
4310,"Tướng gì tên này. Chỉ là tên đánh thuê cho đảng nên được đảng thăng chức. Chỉ giỏi đánh dân, đàn áp dân và đ.âm sau lưng đồng chí của hắn mà thôi !!!"
4311,Tuan Ngo tướng cướp...
